Model,Start Date,End Date,Average Sharpe Ratio,Average Return,Volatility,Final Portfolio Value
"best_model_layers_2_seq_180_hunits[64, 148]_lr0.001_daydecay5_maxnorm15.pth",2017-01-03,2020-12-28,0.7350811904876292,0.0023839347064871,0.0233862570089587,1552044.830779044
"best_model_layers_2_seq_30_hunits[64, 148]_lr0.0001_daydecay1_maxnorm15.pth",2017-01-03,2020-12-28,0.734756825318129,0.0023740455491015,0.0232995262177158,1549282.149997319
"best_model_layers_2_seq_180_hunits[64, 148]_lr0.001_daydecay5_maxnorm8.pth",2017-01-03,2020-12-28,0.7344264458003442,0.0024356906389872,0.0239152812109483,1565152.8296091105
"best_model_layers_3_seq_30_hunits[32, 64, 148]_lr0.0001_daydecay1_maxnorm3.pth",2017-01-03,2020-12-28,0.7341232735614382,0.0023743497756756,0.023322622154598,1549277.7042155345
"best_model_layers_2_seq_60_hunits[64, 148]_lr0.001_daydecay1_maxnorm3.pth",2017-01-03,2020-12-28,0.7338000153382532,0.0023705416288318,0.0232954734661189,1548293.901809358
"best_model_layers_2_seq_365_hunits[32, 148]_lr0.0001_daydecay1_maxnorm3.pth",2017-01-03,2020-12-28,0.7336781421263783,0.0023532135941024,0.0231290310791182,1543917.0155376191
"best_model_layers_2_seq_30_hunits[64, 148]_lr0.001_daydecay5_maxnorm1.pth",2017-01-03,2020-12-28,0.733517279654515,0.0024018086994976,0.0236118348131431,1556224.3613858966
"best_model_layers_2_seq_365_hunits[256, 148]_lr0.0001_daydecay1_maxnorm1.pth",2017-01-03,2020-12-28,0.733234199921612,0.0023617430160562,0.0232269186155531,1545942.084013296
"best_model_layers_3_seq_30_hunits[32, 64, 148]_lr0.001_daydecay10_maxnorm15.pth",2017-01-03,2020-12-28,0.7327906507333877,0.00250624325456,0.0246629471979703,1581823.8978591335
"best_model_layers_2_seq_60_hunits[32, 148]_lr0.0001_daydecay1_maxnorm1.pth",2017-01-03,2020-12-28,0.7326047018480326,0.0023600437931639,0.0232301509589772,1545370.751871998
"best_model_layers_3_seq_365_hunits[32, 64, 148]_lr0.001_daydecay5_maxnorm15.pth",2017-01-03,2020-12-28,0.7325556687801068,0.0023967539676205,0.0235930720168148,1554489.2112262782
"best_model_layers_2_seq_365_hunits[256, 148]_lr0.0001_daydecay1_maxnorm3.pth",2017-01-03,2020-12-28,0.7322299500354474,0.002398902985215,0.0236247307765486,1555133.499829264
best_model_layers_1_seq_180_hunits[148]_lr0.001_daydecay10_maxnorm15.pth,2017-01-03,2020-12-28,0.732212338329247,0.0023457026152585,0.0231013617596315,1541792.5502924167
"best_model_layers_2_seq_60_hunits[64, 148]_lr0.001_daydecay10_maxnorm8.pth",2017-01-03,2020-12-28,0.731977543544534,0.0022947525722682,0.0226068357882967,1528471.4477123886
best_model_layers_1_seq_365_hunits[148]_lr0.001_daydecay2_maxnorm3.pth,2017-01-03,2020-12-28,0.7316523936562123,0.0023513253640743,0.0231744589069234,1543216.1605582356
"best_model_layers_2_seq_60_hunits[64, 148]_lr0.001_daydecay10_maxnorm15.pth",2017-01-03,2020-12-28,0.731114040425341,0.0023682296058977,0.0233582527594972,1547049.3753165556
"best_model_layers_2_seq_60_hunits[32, 148]_lr0.001_daydecay5_maxnorm15.pth",2017-01-03,2020-12-28,0.730554341080612,0.0024087016569722,0.0237756367819606,1557177.5303728762
"best_model_layers_3_seq_365_hunits[32, 64, 148]_lr0.001_daydecay2_maxnorm1.pth",2017-01-03,2020-12-28,0.7301128704370731,0.0023965834629504,0.0236703252647063,1553833.5566726516
"best_model_layers_2_seq_365_hunits[32, 148]_lr0.001_daydecay1_maxnorm3.pth",2017-01-03,2020-12-28,0.7289813003912539,0.0024312431028622,0.0240499219000077,1562448.2359501969
best_model_layers_1_seq_30_hunits[148]_lr0.0001_daydecay1_maxnorm15.pth,2017-01-03,2020-12-28,0.7269036357865231,0.0024083812485734,0.02389186586803,1556336.0426601595
"best_model_layers_3_seq_30_hunits[32, 64, 148]_lr0.001_daydecay5_maxnorm15.pth",2017-01-03,2020-12-28,0.7268846137514898,0.0022903369899249,0.0227214259293418,1526365.871719198
"best_model_layers_2_seq_30_hunits[64, 148]_lr0.001_daydecay10_maxnorm3.pth",2017-01-03,2020-12-28,0.7267635043966904,0.002172770319611,0.0215586906876048,1497323.9168040515
"best_model_layers_2_seq_30_hunits[32, 148]_lr0.001_daydecay1_maxnorm1.pth",2017-01-03,2020-12-28,0.7266039021800375,0.0023400421292357,0.0232234973095835,1538835.6745701549
best_model_layers_1_seq_365_hunits[148]_lr0.0001_daydecay1_maxnorm3.pth,2017-01-03,2020-12-28,0.7265175154728521,0.0023847241204258,0.0236697530642054,1550350.3870147974
best_model_layers_1_seq_180_hunits[148]_lr0.001_daydecay10_maxnorm1.pth,2017-01-03,2020-12-28,0.7252636511333096,0.0023687368596566,0.0235517172058127,1545855.3688732905
"best_model_layers_2_seq_60_hunits[64, 148]_lr0.001_daydecay2_maxnorm8.pth",2017-01-03,2020-12-28,0.7245271891578378,0.0023853475104588,0.0237409800141706,1549881.118250041
"best_model_layers_3_seq_60_hunits[32, 64, 148]_lr0.001_daydecay1_maxnorm8.pth",2017-01-03,2020-12-28,0.7233452287676038,0.0024333970845062,0.0242587843613764,1561668.465559506
best_model_layers_1_seq_30_hunits[148]_lr0.001_daydecay10_maxnorm3.pth,2017-01-03,2020-12-28,0.7225096388035348,0.0024214540453727,0.0241676408254683,1558157.7882614387
best_model_layers_1_seq_365_hunits[148]_lr0.001_daydecay2_maxnorm1.pth,2017-01-03,2020-12-28,0.7221970127167754,0.0023167634917528,0.0231327724029612,1532295.5413796855
"best_model_layers_2_seq_365_hunits[64, 148]_lr0.001_daydecay1_maxnorm8.pth",2017-01-03,2020-12-28,0.7216221499028044,0.002300958937796,0.0229932671387044,1528097.4965375448
best_model_layers_1_seq_30_hunits[148]_lr0.001_daydecay1_maxnorm15.pth,2017-01-03,2020-12-28,0.7215685749166127,0.0023655364130197,0.023640338916105,1544158.563932832
best_model_layers_1_seq_60_hunits[148]_lr0.001_daydecay1_maxnorm8.pth,2017-01-03,2020-12-28,0.7208820174839735,0.0023146378317073,0.023153706664725,1531507.190352826
best_model_layers_1_seq_60_hunits[148]_lr0.0001_daydecay1_maxnorm8.pth,2017-01-03,2020-12-28,0.720784164291129,0.0023456191727329,0.0234668035702961,1539164.846242622
"best_model_layers_2_seq_365_hunits[64, 148]_lr0.001_daydecay1_maxnorm1.pth",2017-01-03,2020-12-28,0.7197504504494115,0.0023505594139654,0.0235500026093358,1540157.6484057533
"best_model_layers_3_seq_30_hunits[32, 64, 148]_lr0.001_daydecay5_maxnorm3.pth",2017-01-03,2020-12-28,0.7195928571252853,0.0025361152773324,0.0254146315721909,1585811.5523919084
best_model_layers_1_seq_60_hunits[148]_lr0.001_daydecay5_maxnorm3.pth,2017-01-03,2020-12-28,0.7186947690850827,0.0023420118192593,0.0234988316746264,1537673.267809532
"best_model_layers_2_seq_60_hunits[32, 148]_lr0.0001_daydecay1_maxnorm3.pth",2017-01-03,2020-12-28,0.7182292512461964,0.0023031482899207,0.0231238681518416,1528105.6890491992
"best_model_layers_2_seq_30_hunits[32, 148]_lr0.001_daydecay1_maxnorm15.pth",2017-01-03,2020-12-28,0.7178743092398789,0.002387348519597,0.0239810991674139,1549097.103281043
best_model_layers_1_seq_60_hunits[148]_lr0.001_daydecay5_maxnorm15.pth,2017-01-03,2020-12-28,0.7172310898609561,0.002393141361518,0.0240608473624862,1549923.4565956397
best_model_layers_1_seq_365_hunits[148]_lr0.001_daydecay10_maxnorm3.pth,2017-01-03,2020-12-28,0.7166854498527988,0.0023035150229612,0.023177368902338,1527804.1879884475
"best_model_layers_3_seq_30_hunits[32, 64, 148]_lr0.001_daydecay2_maxnorm8.pth",2017-01-03,2020-12-28,0.7166171300078598,0.0022942846229947,0.0230866958165667,1525364.6703600169
"best_model_layers_2_seq_30_hunits[64, 148]_lr0.001_daydecay2_maxnorm8.pth",2017-01-03,2020-12-28,0.7157733516673179,0.0023861440691253,0.0240393548372124,1547574.184661153
"best_model_layers_3_seq_365_hunits[32, 64, 148]_lr0.001_daydecay10_maxnorm15.pth",2017-01-03,2020-12-28,0.7151398958761979,0.0023006567643616,0.0231986384174123,1526778.651435353
"best_model_layers_2_seq_60_hunits[256, 148]_lr0.001_daydecay10_maxnorm8.pth",2017-01-03,2020-12-28,0.7144595290618685,0.0024258890168443,0.024484710142511,1557128.5926412393
"best_model_layers_3_seq_30_hunits[32, 64, 148]_lr0.001_daydecay2_maxnorm1.pth",2017-01-03,2020-12-28,0.7133931271817041,0.0023316076497314,0.0235682980815419,1533702.7849213523
"best_model_layers_2_seq_180_hunits[64, 148]_lr0.001_daydecay10_maxnorm8.pth",2017-01-03,2020-12-28,0.7114780860707595,0.0024572728540775,0.0249054003113774,1564245.9675205683
best_model_layers_1_seq_365_hunits[148]_lr0.001_daydecay1_maxnorm3.pth,2017-01-03,2020-12-28,0.7113825925138112,0.0023120050062041,0.0234362006794159,1528671.3113816944
best_model_layers_1_seq_180_hunits[148]_lr0.001_daydecay5_maxnorm8.pth,2017-01-03,2020-12-28,0.7103308759992618,0.0023087579745859,0.0234379372804135,1527575.357627974
"best_model_layers_2_seq_365_hunits[32, 148]_lr0.001_daydecay1_maxnorm15.pth",2017-01-03,2020-12-28,0.7102069109294392,0.0023170450362389,0.0235261711964634,1529889.293631584
"best_model_layers_2_seq_30_hunits[64, 148]_lr0.001_daydecay2_maxnorm3.pth",2017-01-03,2020-12-28,0.7097732338845087,0.0023245282084098,0.0236165728617705,1531307.5920236371
"best_model_layers_2_seq_365_hunits[64, 148]_lr0.001_daydecay10_maxnorm3.pth",2017-01-03,2020-12-28,0.7095951304837037,0.0022413691370357,0.0227774149050776,1510890.0285028776
"best_model_layers_2_seq_180_hunits[32, 148]_lr0.0001_daydecay1_maxnorm8.pth",2017-01-03,2020-12-28,0.7093919195094998,0.0023340033478715,0.023725583887886,1533664.802897853
"best_model_layers_3_seq_365_hunits[32, 64, 148]_lr0.001_daydecay1_maxnorm3.pth",2017-01-03,2020-12-28,0.707711947224047,0.0022792049135025,0.0232235451588934,1519446.5966773296
best_model_layers_1_seq_365_hunits[148]_lr0.0001_daydecay1_maxnorm15.pth,2017-01-03,2020-12-28,0.7047426837614769,0.0022976711131424,0.0235103427207519,1523428.8306154008
"best_model_layers_3_seq_30_hunits[32, 64, 148]_lr0.001_daydecay10_maxnorm3.pth",2017-01-03,2020-12-28,0.7042457455869882,0.0023402750157488,0.0239631737098723,1533629.5798796348
"best_model_layers_2_seq_180_hunits[256, 148]_lr0.001_daydecay1_maxnorm15.pth",2017-01-03,2020-12-28,0.7028233330812724,0.002329349408153,0.0238995728634872,1530660.2172462724
"best_model_layers_3_seq_365_hunits[32, 64, 148]_lr0.001_daydecay1_maxnorm15.pth",2017-01-03,2020-12-28,0.7028087344628463,0.002330722885203,0.0239141617325511,1530746.6217384532
best_model_layers_1_seq_30_hunits[148]_lr0.001_daydecay5_maxnorm8.pth,2017-01-03,2020-12-28,0.7025251870622173,0.0023011332429912,0.0236200895059006,1523769.6963579347
"best_model_layers_2_seq_180_hunits[32, 148]_lr0.001_daydecay1_maxnorm15.pth",2017-01-03,2020-12-28,0.702046523805267,0.0022822015460753,0.0234417361707502,1519284.149282945
"best_model_layers_2_seq_30_hunits[256, 148]_lr0.001_daydecay1_maxnorm8.pth",2017-01-03,2020-12-28,0.7019686765489407,0.0022712267364026,0.0233315950693519,1516273.018442426
best_model_layers_1_seq_30_hunits[148]_lr0.0001_daydecay1_maxnorm1.pth,2017-01-03,2020-12-28,0.701599487446734,0.0023445359530349,0.0240973511158051,1534212.4871238142
"best_model_layers_2_seq_30_hunits[32, 148]_lr0.001_daydecay5_maxnorm15.pth",2017-01-03,2020-12-28,0.7008578786809401,0.0020063893001712,0.020643670337058,1451727.8333520638
"best_model_layers_2_seq_60_hunits[256, 148]_lr0.001_daydecay5_maxnorm15.pth",2017-01-03,2020-12-28,0.7007389909355953,0.002477110060346,0.0254912241307445,1566059.2001561758
"best_model_layers_2_seq_60_hunits[64, 148]_lr0.001_daydecay5_maxnorm8.pth",2017-01-03,2020-12-28,0.700268444460821,0.0023293254853765,0.023986522714833,1530019.3492368811
"best_model_layers_2_seq_180_hunits[64, 148]_lr0.001_daydecay1_maxnorm15.pth",2017-01-03,2020-12-28,0.699806120891235,0.0022578727143141,0.0232660892835948,1512552.7307341802
"best_model_layers_2_seq_365_hunits[256, 148]_lr0.001_daydecay2_maxnorm8.pth",2017-01-03,2020-12-28,0.6997666517854992,0.0023298548556109,0.0240091782735283,1530156.547947079
"best_model_layers_2_seq_365_hunits[256, 148]_lr0.0001_daydecay1_maxnorm8.pth",2017-01-03,2020-12-28,0.6987027657144016,0.0022492070895262,0.0232133945602233,1510337.703986302
"best_model_layers_2_seq_365_hunits[256, 148]_lr0.001_daydecay10_maxnorm8.pth",2017-01-03,2020-12-28,0.697866872973715,0.0022869021257566,0.023630704352673,1518667.1116413272
"best_model_layers_2_seq_180_hunits[32, 148]_lr0.001_daydecay1_maxnorm3.pth",2017-01-03,2020-12-28,0.697256100379222,0.0022817129447409,0.0235977369396379,1517775.790553896
"best_model_layers_2_seq_365_hunits[32, 148]_lr0.001_daydecay10_maxnorm15.pth",2017-01-03,2020-12-28,0.6970629385103271,0.0023196036728532,0.0239962549123619,1527042.9940832253
"best_model_layers_2_seq_60_hunits[32, 148]_lr0.001_daydecay2_maxnorm1.pth",2017-01-03,2020-12-28,0.6967939937653109,0.002286359116408,0.0236614698234912,1518619.469519702
"best_model_layers_2_seq_365_hunits[32, 148]_lr0.001_daydecay2_maxnorm3.pth",2017-01-03,2020-12-28,0.6951688496964429,0.0021483269336252,0.0222849539907566,1485364.2813819076
best_model_layers_1_seq_365_hunits[148]_lr0.001_daydecay5_maxnorm3.pth,2017-01-03,2020-12-28,0.695116998208214,0.0022620799994494,0.0234666838769302,1512743.3045860955
"best_model_layers_2_seq_365_hunits[64, 148]_lr0.0001_daydecay1_maxnorm8.pth",2017-01-03,2020-12-28,0.6950690130021607,0.0022529625156965,0.023373713171175,1510395.608358836
"best_model_layers_2_seq_30_hunits[256, 148]_lr0.0001_daydecay1_maxnorm15.pth",2017-01-03,2020-12-28,0.6940031881707243,0.0023200655250693,0.0241068495236248,1526271.9067757896
"best_model_layers_2_seq_365_hunits[256, 148]_lr0.001_daydecay1_maxnorm3.pth",2017-01-03,2020-12-28,0.6935665492438973,0.0022175461415626,0.0230561186315228,1500490.0209827565
"best_model_layers_2_seq_180_hunits[64, 148]_lr0.001_daydecay2_maxnorm1.pth",2017-01-03,2020-12-28,0.6928448592177169,0.0023331713732474,0.0242835575923496,1529422.9142322794
"best_model_layers_2_seq_365_hunits[256, 148]_lr0.001_daydecay5_maxnorm3.pth",2017-01-03,2020-12-28,0.6913196316401844,0.0022099977976565,0.0230523191109394,1499266.928099509
"best_model_layers_2_seq_365_hunits[256, 148]_lr0.001_daydecay10_maxnorm3.pth",2017-01-03,2020-12-28,0.6909343860559353,0.0022481642450998,0.0234635057248873,1508354.821609446
best_model_layers_1_seq_30_hunits[148]_lr0.0001_daydecay1_maxnorm3.pth,2017-01-03,2020-12-28,0.6904217441782333,0.0022568195362706,0.0235713276011546,1510222.79065962
"best_model_layers_2_seq_180_hunits[256, 148]_lr0.001_daydecay2_maxnorm1.pth",2017-01-03,2020-12-28,0.6881408507238295,0.0023378957804626,0.024499063249282,1527931.8856756715
"best_model_layers_2_seq_30_hunits[64, 148]_lr0.001_daydecay5_maxnorm15.pth",2017-01-03,2020-12-28,0.6880636645269206,0.0022788616467947,0.0238831170451537,1514728.8231555244
"best_model_layers_2_seq_30_hunits[64, 148]_lr0.001_daydecay10_maxnorm8.pth",2017-01-03,2020-12-28,0.6878143486363592,0.0022531199831414,0.0236218963593731,1508739.0323249523
"best_model_layers_2_seq_365_hunits[32, 148]_lr0.0001_daydecay1_maxnorm1.pth",2017-01-03,2020-12-28,0.6865122594403633,0.0021596934917166,0.0226853505282423,1486083.0985214626
"best_model_layers_2_seq_180_hunits[32, 148]_lr0.001_daydecay10_maxnorm8.pth",2017-01-03,2020-12-28,0.686449006655596,0.0022351044735703,0.0234796283695984,1503942.3518250303
"best_model_layers_3_seq_180_hunits[32, 64, 148]_lr0.001_daydecay1_maxnorm8.pth",2017-01-03,2020-12-28,0.6820160041759595,0.0023368318232026,0.0247078277022932,1527040.7957031382
"best_model_layers_3_seq_180_hunits[32, 64, 148]_lr0.001_daydecay1_maxnorm3.pth",2017-01-03,2020-12-28,0.6809900889402584,0.0023163143100174,0.0245277872629701,1522270.2978813385
"best_model_layers_2_seq_365_hunits[64, 148]_lr0.001_daydecay5_maxnorm15.pth",2017-01-03,2020-12-28,0.6808220135779056,0.0021986601594552,0.0232876780836601,1494055.379718036
"best_model_layers_2_seq_30_hunits[256, 148]_lr0.001_daydecay5_maxnorm8.pth",2017-01-03,2020-12-28,0.6804901624374317,0.0022780861592577,0.0241407059514515,1513122.06832501
"best_model_layers_3_seq_60_hunits[32, 64, 148]_lr0.001_daydecay1_maxnorm1.pth",2017-01-03,2020-12-28,0.6799017287342797,0.0025126114296433,0.0266489963535205,1568126.8072956337
"best_model_layers_2_seq_60_hunits[256, 148]_lr0.0001_daydecay2_maxnorm1.pth",2017-01-03,2020-12-28,0.6786229938959489,0.0022344980626743,0.0237439562536617,1502033.8348830338
"best_model_layers_2_seq_365_hunits[256, 148]_lr0.001_daydecay10_maxnorm1.pth",2017-01-03,2020-12-28,0.6785978084123448,0.0022349786143665,0.0237499440574894,1502036.5583972903
"best_model_layers_2_seq_30_hunits[64, 148]_lr0.001_daydecay5_maxnorm8.pth",2017-01-03,2020-12-28,0.676620809094276,0.0022110258261284,0.0235640609343733,1496064.6169735843
"best_model_layers_2_seq_365_hunits[256, 148]_lr0.0001_daydecay2_maxnorm1.pth",2017-01-03,2020-12-28,0.6752268347211453,0.002201193871582,0.02350770722702,1493271.473048868
"best_model_layers_2_seq_180_hunits[32, 148]_lr0.001_daydecay5_maxnorm15.pth",2017-01-03,2020-12-28,0.674957155802709,0.0023145387679258,0.0247280531365906,1519192.2891207864
"best_model_layers_2_seq_180_hunits[256, 148]_lr0.001_daydecay5_maxnorm1.pth",2017-01-03,2020-12-28,0.6710910483987624,0.0025707979281026,0.0276241018882517,1579674.1939579602
"best_model_layers_2_seq_365_hunits[256, 148]_lr0.001_daydecay2_maxnorm15.pth",2017-01-03,2020-12-28,0.670584088054295,0.0023809612279733,0.0256035833395874,1533885.045813929
"best_model_layers_3_seq_60_hunits[32, 64, 148]_lr0.001_daydecay2_maxnorm1.pth",2017-01-03,2020-12-28,0.6701504061059649,0.0023516519349604,0.0253047720520315,1527050.9925225368
"best_model_layers_2_seq_180_hunits[256, 148]_lr0.001_daydecay1_maxnorm8.pth",2017-01-03,2020-12-28,0.6697072837620826,0.0020969180659227,0.0225786572445795,1467739.9505690306
best_model_layers_1_seq_60_hunits[148]_lr0.001_daydecay10_maxnorm8.pth,2017-01-03,2020-12-28,0.6694751407025755,0.0022079299960366,0.0237822267903501,1492541.9803615368
"best_model_layers_2_seq_365_hunits[256, 148]_lr0.001_daydecay2_maxnorm3.pth",2017-01-03,2020-12-28,0.6622330856668646,0.0020812857580703,0.0226632667018102,1461830.8406446406
"best_model_layers_2_seq_180_hunits[64, 148]_lr0.001_daydecay10_maxnorm3.pth",2017-01-03,2020-12-28,0.6620419749417977,0.0022474598335436,0.0244798123868201,1500663.1502010494
"best_model_layers_2_seq_365_hunits[32, 148]_lr0.001_daydecay10_maxnorm3.pth",2017-01-03,2020-12-28,0.6600867106175035,0.0021315928686041,0.0232865387608727,1473358.0077034617
"best_model_layers_3_seq_180_hunits[32, 64, 148]_lr0.001_daydecay10_maxnorm1.pth",2017-01-03,2020-12-28,0.6560284551987116,0.0023836820261417,0.026201570073825,1531004.5742942546
"best_model_layers_3_seq_180_hunits[32, 64, 148]_lr0.001_daydecay10_maxnorm15.pth",2017-01-03,2020-12-28,0.646061142060303,0.0021818654039116,0.0243531984136266,1481284.1672684592
"best_model_layers_3_seq_60_hunits[32, 64, 148]_lr0.001_daydecay10_maxnorm15.pth",2017-01-03,2020-12-28,0.645262025474191,0.0020659529032431,0.0230879823428718,1454933.3618003074
"best_model_layers_3_seq_60_hunits[32, 64, 148]_lr0.001_daydecay5_maxnorm3.pth",2017-01-03,2020-12-28,0.6450526755972957,0.0020557584452461,0.0229815107035705,1452444.102437426
"best_model_layers_2_seq_365_hunits[32, 148]_lr0.001_daydecay2_maxnorm15.pth",2017-01-03,2020-12-28,0.640876845517656,0.0020705366540483,0.0232975371980207,1454650.342669601
"best_model_layers_2_seq_60_hunits[32, 148]_lr0.001_daydecay5_maxnorm8.pth",2017-01-03,2020-12-28,0.6327743321219242,0.0021285822469545,0.0242573443511872,1465582.350026928
"best_model_layers_2_seq_180_hunits[64, 148]_lr0.001_daydecay2_maxnorm8.pth",2017-01-03,2020-12-28,0.6295216190937574,0.0020769116055965,0.0237907994307314,1453390.231552968
"best_model_layers_2_seq_180_hunits[32, 148]_lr0.001_daydecay10_maxnorm1.pth",2017-01-03,2020-12-28,0.6276342498386179,0.0020096542441442,0.0230895985204091,1437492.5345183834
"best_model_layers_3_seq_60_hunits[32, 64, 148]_lr0.001_daydecay5_maxnorm15.pth",2017-01-03,2020-12-28,0.6212131520073612,0.002188845346719,0.0254083291899222,1475530.787320051
"best_model_layers_2_seq_365_hunits[64, 148]_lr0.001_daydecay5_maxnorm1.pth",2017-01-03,2020-12-28,0.6201653436973656,0.0020197332203502,0.0234848714548115,1438263.4452134315
"best_model_layers_2_seq_30_hunits[64, 148]_lr0.001_daydecay10_maxnorm15.pth",2017-01-03,2020-12-28,0.6194667706132234,0.0020061311586258,0.0233530161773524,1434735.1576750006
"best_model_layers_3_seq_365_hunits[32, 64, 148]_lr0.001_daydecay5_maxnorm3.pth",2017-01-03,2020-12-28,0.6100623832947477,0.0020336517274109,0.0240383140491835,1438641.695145248
"best_model_layers_2_seq_365_hunits[256, 148]_lr0.001_daydecay5_maxnorm8.pth",2017-01-03,2020-12-28,0.6030191258972978,0.0020846330318719,0.0249287326525702,1446884.906886323
"best_model_layers_3_seq_180_hunits[32, 64, 148]_lr0.001_daydecay2_maxnorm1.pth",2017-01-03,2020-12-28,0.6020748233947898,0.0020245595939925,0.0242483264296415,1434157.3987615956
"best_model_layers_2_seq_365_hunits[256, 148]_lr0.001_daydecay5_maxnorm15.pth",2017-01-03,2020-12-28,0.5969517949240879,0.0021356886905302,0.0257988505859662,1456487.4766105772
"best_model_layers_2_seq_30_hunits[32, 148]_lr0.001_daydecay5_maxnorm1.pth",2017-01-03,2020-12-28,0.5909860426642886,0.0019846916225071,0.0242168406504935,1422812.9115478802
"best_model_layers_2_seq_60_hunits[256, 148]_lr0.001_daydecay5_maxnorm1.pth",2017-01-03,2020-12-28,0.5869065808857354,0.0021208784525465,0.0260584435708417,1450437.4887499523
"best_model_layers_2_seq_30_hunits[32, 148]_lr0.001_daydecay10_maxnorm1.pth",2017-01-03,2020-12-28,0.5862435408605479,0.0019111390642375,0.0235080112969286,1405964.4609214554
"best_model_layers_2_seq_60_hunits[64, 148]_lr0.001_daydecay10_maxnorm3.pth",2017-01-03,2020-12-28,0.5653681361449412,0.0017783013050799,0.0226817046408382,1372813.5230579365
"best_model_layers_3_seq_180_hunits[32, 64, 148]_lr0.001_daydecay1_maxnorm1.pth",2017-01-03,2020-12-28,0.5428237045287735,0.0018480820864461,0.0245507138629203,1380065.6488574313
"best_model_layers_3_seq_30_hunits[32, 64, 148]_lr0.001_daydecay5_maxnorm8.pth",2017-01-03,2020-12-28,0.5419168436607155,0.0017952500231309,0.0238887795660735,1369878.746425437
best_model_layers_1_seq_30_hunits[148]_lr0.001_daydecay5_maxnorm1.pth,2017-01-03,2020-12-28,0.541915452776109,0.0018482319878811,0.0245938556175903,1380022.2573779102
"best_model_layers_2_seq_60_hunits[256, 148]_lr0.001_daydecay1_maxnorm15.pth",2017-01-03,2020-12-28,0.5201776171586288,0.0018099418646054,0.0250908073826393,1366769.1129782426
"best_model_layers_2_seq_30_hunits[256, 148]_lr0.001_daydecay10_maxnorm3.pth",2017-01-03,2020-12-28,0.5163375877014134,0.001883005741961,0.0262978094810317,1378127.160780996
"best_model_layers_3_seq_60_hunits[32, 64, 148]_lr0.001_daydecay5_maxnorm8.pth",2017-01-03,2020-12-28,0.5056392999799924,0.0017158380507545,0.0244701789304457,1343783.4719297646
Random Baseline,2017-01-03,2020-12-28,0.497686901580355,0.0016504642454491,0.0239139645684497,1328582.063389216
"best_model_layers_2_seq_60_hunits[32, 148]_lr0.001_daydecay10_maxnorm8.pth",2017-01-03,2020-12-28,0.4810407466921338,0.0017276337518353,0.0258983136888028,1337377.1327480888
"best_model_layers_2_seq_30_hunits[256, 148]_lr0.001_daydecay5_maxnorm1.pth",2017-01-03,2020-12-28,0.4760512768367635,0.0018139107216228,0.0274766540250979,1350339.68319377
"best_model_layers_3_seq_365_hunits[32, 64, 148]_lr0.001_daydecay10_maxnorm1.pth",2017-01-03,2020-12-28,0.4655713548007005,0.001668525708851,0.0258433210534076,1322048.642746035
"best_model_layers_2_seq_30_hunits[256, 148]_lr0.001_daydecay1_maxnorm1.pth",2017-01-03,2020-12-28,0.4463674735295289,0.001455588434862,0.02351514861228,1278786.4316514384
"best_model_layers_2_seq_30_hunits[256, 148]_lr0.001_daydecay5_maxnorm15.pth",2017-01-03,2020-12-28,0.4313314225705623,0.001449529109328,0.0242335765746575,1271815.0184454657
"best_model_layers_2_seq_180_hunits[256, 148]_lr0.001_daydecay10_maxnorm3.pth",2017-01-03,2020-12-28,0.4147169733560274,0.0016574362974657,0.0288195176000082,1296276.0915952935
"best_model_layers_2_seq_30_hunits[256, 148]_lr0.001_daydecay10_maxnorm8.pth",2017-01-03,2020-12-28,0.2572237472243297,0.0009113764593777,0.0255498537051605,1130748.7447877135
